"","id","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent","work_with_offices_clients_abroad","role_in_organisation...Selected.Choice","role_in_organisation...Other..please.specify....Text","gender","year_of_birth","region","country","ethnicity","ethnicity_other","languages_spoken","countries_abroad_count","countries_abroad_oc","organisational_affiliation_years","workplace_diversity","pql_stimulating_challenges_imp","pql_flexible_imp","pql_weaknesses_imp","pql_manage_emotions_imp","pql_ease_differing_views_imp","pql_stimulating_challenges_exp","pql_flexible_exp","pql_weaknesses_exp","pql_manage_emotions_exp","pql_ease_differing_views_exp","cui_understand_culture_communication_imp","cui_noticing_ways_imp","cui_mixing_socially_imp","cui_learn_foreign_phrases_imp","cui_understan_values_beliefs_imp","cui_understand_culture_communication_exp","cui_noticing_ways_exp","cui_mixing_socially_exp","cui_learn_foreign_phrases_exp","cui_understan_values_beliefs_exp","trl_trust_imp","trl_respect_viewpoints_imp","trl_feeling_part_of_team_imp","trl_support_each_other_imp","trl_know_personally_imp","trl_trust_exp","trl_respect_viewpoints_exp","trl_feeling_part_of_team_exp","trl_support_each_other_exp","trl_know_personally_exp","com_understand_each_other_imp","com_adjusting_language_imp","com_everyone_contributes_imp","com_say_what_you_want_imp","com_listen_to_others_imp","com_clarify_issues_imp","com_account_for_different_language_levels_imp","com_understand_each_other_exp","com_adjusting_language_exp","com_everyone_contributes_exp","com_say_what_you_want_exp","com_listen_to_others_exp","com_clarify_issues_exp","com_account_for_different_language_levels_exp","lmg_handle_opinions_imp","lmg_negative_feedback_imp","lmg_personal_circumstances_imp","lmg_varying_management_style_imp","lmg_motivating_staff_imp","lmg_handle_opinions_eoh","lmg_negative_feedback_eoh","lmg_personal_circumstances_eoh","lmg_varying_management_style_eoh","lmg_motivating_staff_eoh","tmg_clear_goals_imp","tmg_divide_responsibilities_fairly_imp","tmg_peoples_strengths_imp","tmg_ethical_standards_imp","tmg_making_decisions_imp","tmg_keeping_time_imp","tmg_elicit_ideas_imp","tmg_clear_goals_eoh","tmg_divide_responsibilities_fairly_eoh","tmg_peoples_strengths_eoh","tmg_ethical_standards_eoh","tmg_making_decisions_eoh","tmg_keeping_time_eoh","tmg_elicit_ideas_eoh","lao_manage_change_imp","lao_persuade_leaders_new_ways_imp","lao_local_contextual_factors_imp","lao_recruiting_people_imp","lao_combine_different_viewpoints_imp","lao_manage_change_eoh","lao_persuade_leaders_new_ways_eoh","lao_local_contextual_factors_eoh","lao_recruiting_people_eoh","lao_combine_different_viewpoints_eoh","oc","opp","Q_TotalDuration","Q_CHL","isNew","V","rid","RISN","test2","gc","term","manager","missing"
"574",574,"19/01/2019 05:54","19/01/2019 06:02",0,"87.179.61.239",100,518,1,"19/01/2019 06:02","R_aYtaNqWchFfVi3n",NA,NA,NA,NA,52.40879822,7.972900391,"anonymous","EN","consent_academic,consent_teaching",5,"Skilled work/Office work",NA,"Male","1961","Europe","Germany","Prefer not to say",NA,"1",1,"no","12 years","diversity_culture,diversity_language",5,5,5,4,4,5,NA,5,5,4,5,4,4,5,3,5,3,4,5,3,4,6,5,4,4,4,6,5,4,4,4,3,3,5,4,4,4,3,3,3,5,4,4,4,5,5,5,5,6,6,5,6,6,NA,5,4,3,5,4,4,5,6,4,3,6,4,4,6,2,5,4,2,5,5,6,5,NA,5,NA,"Qual2514-0709Const2",518,"anonymous",NA,"H","5c42bb61-e7a4-4cfb-81ca-9818f6ef5ec3",NA,NA,1,NA,"no",2
"580",580,"19/01/2019 11:13","19/01/2019 11:16",0,"176.24.205.6",100,186,1,"19/01/2019 11:16","R_3KYDtIjHQ7Eyiib",NA,NA,NA,NA,53.38600159,-1.409698486,"anonymous","EN","consent_academic,consent_teaching",4,"Skilled work/Office work",NA,"Male","1993","Europe","UK","White",NA,"2",1,"None","1 year","diversity_culture,diversity_education,diversity_part_of_organisation,diversity_experience",5,3,4,4,3,3,3,5,4,3,3,3,1,4,3,2,4,4,4,3,4,4,5,4,4,5,5,6,5,4,4,4,5,3,5,4,5,5,6,4,2,4,5,2,3,4,5,4,4,3,2,6,4,2,3,4,4,4,5,5,2,4,4,4,3,3,6,1,4,4,3,1,4,4,4,4,2,4,"No comments","Qual2514-0709Const2",186,"anonymous",NA,"H","5c430644-a4e1-4059-a289-7309cdc31c9d",NA,NA,1,NA,"no",0
"582",582,"19/01/2019 11:58","19/01/2019 12:05",0,"89.247.127.20",100,381,1,"19/01/2019 12:05","R_25MzNKfskY4zQbO",NA,NA,NA,NA,50.09599304,8.711105347,"anonymous","EN","consent_academic,consent_teaching",6,"Skilled work/Office work",NA,"Male","1975","Europe","Germany","White",NA,"2",2,"usa
germany","3 years","diversity_education",5,4,3,5,4,4,4,2,4,3,4,5,4,3,4,4,3,4,1,3,5,3,3,4,4,5,4,3,4,3,5,4,5,6,4,5,4,4,4,4,6,5,4,5,4,2,4,4,4,4,2,5,5,4,4,4,5,4,NA,4,5,5,6,4,6,4,5,5,4,4,3,5,3,4,4,4,4,5,NA,"Qual2514-0709Const2",381,"anonymous",NA,"H","5c430dbc-d2f0-4c50-a8af-315d0604be36",NA,NA,1,NA,"no",1
"584",584,"19/01/2019 12:44","19/01/2019 12:49",0,"84.58.41.212",100,292,1,"19/01/2019 12:49","R_1pR1f75jgMNjKlP",NA,NA,NA,NA,51.84410095,12.24749756,"anonymous","EN","consent_academic,consent_teaching",3,"Skilled work/Office work",NA,"Female","1994","Europe","Germany","White",NA,"4",2,"French","4 years","diversity_language,diversity_part_of_organisation",2,2,4,4,1,2,4,3,5,2,4,3,1,6,5,1,5,4,3,6,3,2,6,1,4,5,4,6,3,3,6,5,3,1,2,5,5,4,3,5,6,2,3,3,4,6,1,3,4,6,6,4,4,3,1,3,4,2,5,4,2,2,5,5,4,1,2,NA,4,4,5,3,NA,4,2,NA,2,4,"No","Qual2514-0709Const2",292,"anonymous",NA,"H","5c431b9e-c804-4722-8532-1a085cf93887",NA,NA,1,NA,"no",0
"587",587,"19/01/2019 14:10","19/01/2019 14:16",0,"5.67.193.116",100,356,1,"19/01/2019 14:16","R_1112VQXpVMu4dw9",NA,NA,NA,NA,51.43330383,-0.316696167,"anonymous","EN","consent_academic,consent_teaching",3,"Skilled work/Office work",NA,"Female","1979","Europe","UK","White",NA,"2",1,NA,"4 years","diversity_part_of_organisation",6,5,5,6,6,4,4,4,6,5,5,5,5,5,6,4,3,4,4,5,5,5,5,5,4,3,2,3,4,4,5,5,5,4,5,5,5,3,3,3,3,3,3,4,5,5,5,5,5,4,3,4,4,3,5,5,6,5,6,5,5,3,3,3,2,3,4,3,6,5,5,5,5,2,3,3,3,3,NA,"Qual2514-0709Const2",356,"anonymous",NA,"H","5c432fb7-6a02-4c41-8f7a-b2cdcbb98e21",NA,NA,1,NA,"no",0
"589",589,"19/01/2019 14:16","19/01/2019 14:19",0,"82.19.180.41",100,150,1,"19/01/2019 14:19","R_1eLuuvDIH0HgonM",NA,NA,NA,NA,51.3999939,0.533294678,"anonymous","EN","consent_academic,consent_teaching",3,"Skilled work/Office work",NA,"Female","1979","Europe","UK","White",NA,"3",1,NA,"3 years","diversity_culture,diversity_language",4,4,5,5,5,5,5,4,5,5,5,5,5,5,6,5,5,6,5,5,6,5,5,5,5,4,5,5,5,5,5,5,6,6,5,5,5,5,4,5,5,5,5,4,6,5,5,5,6,4,5,6,5,5,4,4,5,5,4,4,4,5,5,5,6,5,5,6,4,4,5,4,4,5,5,4,4,5,NA,"Qual2514-0709Const2",150,"anonymous",NA,"H","5c43314c-6bfe-4952-99a3-5f83ce52abe0",NA,NA,4,"speeder","no",0
"590",590,"19/01/2019 14:15","19/01/2019 14:19",0,"82.21.21.164",100,294,1,"19/01/2019 14:19","R_1kGrNK1R8GboiZC",NA,NA,NA,NA,51.43960571,-0.929199219,"anonymous","EN","consent_academic,consent_teaching",4,"Skilled work/Office work",NA,"Female","1962","Europe","UK","White",NA,"1",0,NA,"6 years","diversity_culture",4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,3,4,4,3,3,3,3,4,3,3,3,4,5,5,4,4,5,5,4,5,4,3,4,5,5,4,3,4,4,4,5,4,5,5,4,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,5,2,5,4,5,4,4,NA,"Qual2514-0709Const2",294,"anonymous",NA,"H","5c4330e2-0048-4356-9f87-cf0f5bc6c878",NA,NA,1,NA,"no",0
"591",591,"19/01/2019 14:14","19/01/2019 14:20",0,"209.206.71.83",100,312,1,"19/01/2019 14:20","R_6xH3fshj1FFPnH3",NA,NA,NA,NA,38.86500549,-107.5985031,"anonymous","EN","consent_academic,consent_teaching",2,"Skilled work/Office work",NA,"Female","1976","Europe","UK","White",NA,"1",2,"UK  USA","3 years","diversity_culture,diversity_education,diversity_part_of_organisation,diversity_experience",6,6,6,6,6,5,6,6,6,6,6,6,4,5,5,4,6,3,4,4,6,6,6,6,4,5,6,6,5,4,6,5,6,6,6,6,5,5,4,4,5,6,2,4,6,6,5,5,6,6,4,5,4,6,6,6,6,6,6,6,5,6,6,6,6,6,6,5,6,5,6,6,6,NA,5,2,3,4,NA,"Qual2514-0709Const2",312,"anonymous",NA,"H","5c4330dd-2563-4de9-b456-8c9783d53947",NA,NA,1,NA,"no",0
"592",592,"19/01/2019 14:13","19/01/2019 14:21",0,"78.150.93.229",100,459,1,"19/01/2019 14:21","R_28CkDqoEyC1pPu2",NA,NA,NA,NA,51.43159485,-0.788101196,"anonymous","EN","consent_academic,consent_teaching",2,"Skilled work/Office work",NA,"Male","1980","Europe","UK","White",NA,NA,2,"UK, USA","4 years","diversity_culture,diversity_language,diversity_education,diversity_experience",5,6,6,6,6,3,4,4,3,4,6,5,5,6,5,4,3,3,2,3,6,6,6,6,5,4,3,3,3,2,6,6,6,4,6,5,4,4,5,2,2,4,4,2,6,6,6,5,5,4,3,5,3,3,6,6,6,6,6,6,6,4,4,4,5,4,5,3,6,6,4,5,6,4,3,4,3,3,NA,"Qual2514-0709Const2",459,"anonymous",NA,"H","5c433086-7978-4fe9-9609-ceec5d2c9dd0",NA,NA,1,NA,"no",0
"594",594,"19/01/2019 14:16","19/01/2019 14:22",0,"86.151.184.1",100,359,1,"19/01/2019 14:22","R_ehA9SN6FIjLO5Et",NA,NA,NA,NA,50.52670288,-4.911804199,"anonymous","EN","consent_academic,consent_teaching",2,"Skilled work/Office work",NA,"Female","before 1960","Europe","UK","White",NA,"1",1,NA,"more than 20 years","diversity_culture,diversity_education,diversity_part_of_organisation,diversity_experience",5,6,6,6,6,5,6,6,5,5,4,4,4,3,6,3,3,2,3,4,6,6,6,6,4,6,6,6,6,4,6,6,6,6,6,6,6,5,6,6,5,6,6,6,6,6,6,5,5,6,NA,6,6,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,6,4,6,NA,5,NA,NA,NA,NA,"Qual2514-0709Const2",359,"anonymous",NA,"H","5c433136-0add-4615-a522-072d2d7c848a",NA,NA,1,NA,"no",2
"595",595,"19/01/2019 14:18","19/01/2019 14:24",0,"151.227.171.171",100,352,1,"19/01/2019 14:24","R_1FPTlPqAGDC8Lns",NA,NA,NA,NA,53.76669312,-1.166702271,"anonymous","EN","consent_academic,consent_teaching",6,"Skilled work/Office work",NA,"Female","1992","Europe","UK","White",NA,"1",1,NA,"3 years","diversity_culture,diversity_language,diversity_education,diversity_part_of_organisation,diversity_experience",4,5,5,6,5,4,4,4,4,5,5,4,2,3,5,6,4,4,2,6,5,5,4,6,5,4,3,3,4,3,5,6,4,5,6,5,6,3,5,4,4,4,4,6,6,5,6,5,5,5,6,6,6,6,4,5,6,6,5,5,4,4,5,5,5,4,5,NA,4,2,5,6,4,4,3,5,NA,3,NA,"Qual2514-0709Const2",352,"anonymous",NA,"H","5c4331a0-5740-452a-8ec5-2605fecdaa79",NA,NA,1,NA,"no",0
"596",596,"19/01/2019 14:10","19/01/2019 14:24",0,"94.175.134.35",100,825,1,"19/01/2019 14:24","R_Z42HwQyhbz3eluF",NA,NA,NA,NA,53.44999695,-2.783294678,"anonymous","EN","consent_academic,consent_teaching",2,"Skilled work/Office work",NA,"Male","1996","Europe","UK","White",NA,"1",1,"My home country ","4 years","diversity_education,diversity_experience",5,5,6,5,4,4,6,5,5,6,2,5,3,1,5,3,6,3,1,5,5,5,5,5,5,5,4,6,4,5,5,4,4,4,5,5,4,5,4,4,4,5,5,4,5,4,5,4,4,NA,5,6,3,5,5,5,4,5,5,6,4,4,5,4,5,5,6,5,4,5,4,4,4,3,6,NA,4,3,NA,"Qual2514-0709Const2",825,"anonymous",NA,"H","5c432fed-d55d-4356-aad7-a4cdc82dbbe6",NA,NA,1,NA,"no",1
"597",597,"19/01/2019 14:10","19/01/2019 14:25",0,"86.152.41.243",100,930,1,"19/01/2019 14:25","R_2zHXjThS8dU98PF",NA,NA,NA,NA,52.95399475,-2.504699707,"anonymous","EN","consent_academic,consent_teaching",6,"Skilled work/Office work",NA,"Female","1981","Europe","UK","White",NA,"2",3,"UK 
France 
Italy","5 years","diversity_culture,diversity_language,diversity_education,diversity_part_of_organisation,diversity_experience",6,6,6,6,6,5,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,6,6,6,6,6,6,6,5,6,4,5,4,5,6,6,6,6,6,6,5,4,5,4,5,6,6,6,6,6,6,6,6,4,4,4,5,6,4,6,6,6,6,6,4,5,5,4,5,"no thank you :)","Qual2514-0709Const2",930,"anonymous",NA,"H","5c432fc0-e610-4675-9df4-ed604433eb39",NA,NA,1,NA,"no",0
"599",599,"19/01/2019 14:46","19/01/2019 14:50",0,"109.41.192.222",100,274,1,"19/01/2019 14:50","R_2VE01uCKuURbo2N",NA,NA,NA,NA,48.1499939,11.58329773,"anonymous","EN","consent_academic,consent_teaching",2,"Apprenticeship/Trainee/Junior employee",NA,"Female","1984","Europe","Germany","White",NA,"2",1,"Fz7fuzfzudzu","10 years","diversity_culture,diversity_language,diversity_part_of_organisation",5,3,4,2,3,5,4,3,5,3,3,5,4,5,4,2,3,5,5,4,NA,4,6,5,3,NA,3,4,4,2,5,5,3,4,3,4,4,3,4,5,5,3,4,5,4,5,3,4,4,3,4,4,3,5,5,3,4,3,4,3,3,5,3,4,3,4,5,5,4,4,5,4,3,3,4,4,6,4,"Vugughgu","Qual2514-0709Const2",274,"anonymous",NA,"H","5c433827-3309-4943-8d9e-1541fe89b636",NA,NA,1,NA,"no",2
"600",600,"19/01/2019 14:46","19/01/2019 14:54",0,"178.10.95.103",100,513,1,"19/01/2019 14:54","R_1GwwLrbMGIvB4BH",NA,NA,NA,NA,49.33050537,11.02349854,"anonymous","EN","consent_academic,consent_teaching",5,"Skilled work/Office work",NA,"Male","1987","Europe","Germany","White",NA,"3",2,NA,"4 years","diversity_culture,diversity_language,diversity_education",6,6,5,5,6,5,4,5,4,4,6,5,5,4,4,4,4,5,4,3,6,6,5,5,6,4,3,4,3,3,5,6,5,4,6,5,5,4,6,4,4,5,5,5,5,6,6,5,4,6,6,NA,6,4,6,6,5,4,6,5,4,4,4,4,3,3,3,3,5,5,3,5,6,NA,2,3,NA,3,NA,"Qual2514-0709Const2",513,"anonymous",NA,"H","5c433830-48c2-4238-a4db-84636be3858f",NA,NA,1,NA,"no",1
"601",601,"19/01/2019 14:52","19/01/2019 14:59",0,"87.122.208.103",100,410,1,"19/01/2019 14:59","R_3Gvq2j3j7OPtBdo",NA,NA,NA,NA,51.4855957,7.536605835,"anonymous","EN","consent_academic,consent_teaching",5,"Apprenticeship/Trainee/Junior employee",NA,"Female","1995","Europe","Germany","White",NA,"2",0,NA,"3 years","diversity_education,diversity_part_of_organisation,diversity_experience",2,4,6,6,6,5,5,5,6,5,5,4,6,6,6,2,5,2,2,5,2,3,4,6,2,4,3,4,4,3,4,6,5,6,6,5,5,3,5,1,2,5,3,3,6,5,6,4,5,4,5,5,6,5,4,2,5,4,5,5,5,4,3,2,4,5,3,3,3,5,5,5,5,3,2,2,2,4,NA,"Qual2514-0709Const2",410,"anonymous",NA,"H","5c4339ba-9d8a-4721-8435-f62dec468d53",NA,NA,1,NA,"no",0
"605",605,"19/01/2019 15:24","19/01/2019 15:29",0,"212.56.88.249",100,351,1,"19/01/2019 15:29","R_274jJ326iMmVcvD",NA,NA,NA,NA,51.51119995,-0.184295654,"anonymous","EN","consent_academic,consent_teaching",4,"Skilled work/Office work",NA,"Male","1971","Europe","UK","White",NA,"2",3,"Canada
Australia","2 years","diversity_culture,diversity_language,diversity_education,diversity_part_of_organisation,diversity_experience",6,6,5,5,6,5,5,5,5,5,5,5,4,5,4,5,4,4,5,4,6,6,6,6,6,5,5,5,4,5,5,5,4,4,4,4,5,4,4,5,4,4,4,4,5,5,4,4,5,4,5,4,4,4,5,4,5,4,5,4,4,4,3,4,5,5,4,4,4,4,4,4,4,5,3,4,3,3,"We all live on the same planet","Qual2514-0709Const2",351,"anonymous",NA,"H","5c434109-c3cb-44f7-8b51-50b2100489e9",NA,NA,1,NA,"no",0
"607",607,"19/01/2019 15:20","19/01/2019 15:32",0,"90.208.84.37",100,704,1,"19/01/2019 15:32","R_1eDEYG5szPQRFxk",NA,NA,NA,NA,52.53329468,-1.816696167,"anonymous","EN","consent_academic,consent_teaching",5,"Skilled work/Office work",NA,"Female","1994","Europe","UK","White",NA,"1",1,"UK","3 years","diversity_culture,diversity_language,diversity_education,diversity_part_of_organisation,diversity_experience",4,4,5,4,3,4,4,4,3,4,2,4,3,1,4,2,4,3,1,4,6,4,6,6,4,5,4,4,5,4,5,3,4,2,4,4,3,2,3,4,3,4,4,3,4,6,6,4,5,5,4,5,4,2,3,6,6,4,4,6,2,3,4,4,4,3,4,2,1,3,4,4,4,NA,3,3,NA,2,NA,"Qual2514-0709Const2",704,"anonymous",NA,"H","5c43402f-62bb-4c0d-933a-dbe39060d4d4",NA,NA,1,NA,"no",0
"608",608,"19/01/2019 15:26","19/01/2019 15:35",0,"77.96.91.123",100,489,1,"19/01/2019 15:35","R_30qxMjdwl3xNEop",NA,NA,NA,NA,55.93260193,-3.253097534,"anonymous","EN","consent_academic,consent_teaching",2,"Skilled work/Office work",NA,"Male","1986","Europe","UK","White",NA,"1",4,"Zambia, Canada, United Arab Emirates, UK","less than 1 year","diversity_culture,diversity_education,diversity_part_of_organisation,diversity_experience",4,3,5,5,4,4,5,5,4,5,3,3,2,1,2,4,4,5,3,5,4,4,5,5,3,4,4,5,4,4,5,2,4,5,5,4,3,3,2,2,3,5,4,3,4,5,3,4,5,2,2,4,5,4,5,4,5,6,5,6,4,3,3,4,6,4,3,4,3,4,3,4,5,2,2,3,4,3,NA,"Qual2514-0709Const2",489,"anonymous",NA,"H","5c4341b4-620b-4ae4-8f42-27addafaf99d",NA,NA,1,NA,"no",0
"609",609,"19/01/2019 15:26","19/01/2019 15:35",0,"188.222.1.103",100,493,1,"19/01/2019 15:35","R_w4SeepjYUHt3iw1",NA,NA,NA,NA,53.55000305,-2.333297729,"anonymous","EN","consent_academic,consent_teaching",2,"Skilled work/Office work",NA,"Female","1986","Europe","UK","White",NA,"1",0,NA,"4 years","diversity_culture,diversity_language,diversity_education",6,6,5,6,6,6,6,5,4,5,6,6,6,6,6,5,5,5,2,5,6,6,6,6,6,5,5,6,5,5,6,6,6,6,6,6,5,5,4,5,4,6,3,2,6,6,6,6,6,5,4,4,4,4,6,6,6,6,5,5,4,5,4,5,4,5,3,5,6,6,5,6,6,2,3,2,4,4,NA,"Qual2514-0709Const2",493,"anonymous",NA,"H","5c4341bb-36fe-4c36-8da9-82ee721698c5",NA,NA,1,NA,"no",0
"610",610,"19/01/2019 15:30","19/01/2019 15:36",0,"2.222.224.139",100,356,1,"19/01/2019 15:36","R_3EVUSfBlH9v1nVy",NA,NA,NA,NA,53.480896,-2.23739624,"anonymous","EN","consent_academic,consent_teaching",4,"Skilled work/Office work",NA,"Female","1970","Europe","UK","White",NA,"1",2,"UK
Australia","more than 20 years","diversity_culture,diversity_language,diversity_education,diversity_part_of_organisation,diversity_experience",4,4,4,6,6,4,4,4,6,6,6,5,5,2,6,6,5,5,2,6,6,6,6,5,5,6,6,6,6,5,5,5,5,6,5,5,5,6,6,5,6,6,6,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,5,5,5,4,5,4,5,5,4,5,4,5,NA,"Qual2514-0709Const2",356,"anonymous",NA,"H","5c43428b-eff5-4606-92f1-6ac708f8a00e",NA,NA,1,NA,"no",0
"613",613,"19/01/2019 15:53","19/01/2019 16:10",0,"82.5.198.36",100,1016,1,"19/01/2019 16:10","R_1NxcDZYrhqFZ1bz",NA,NA,NA,NA,51.40130615,0.045806885,"anonymous","EN","consent_academic,consent_teaching",2,"Skilled work/Office work",NA,"Female","1979","Europe","UK","White",NA,"2",1,NA,"10 years","diversity_culture,diversity_language,diversity_education",4,4,4,5,4,3,3,4,3,4,4,4,4,4,4,4,2,4,2,4,4,4,4,5,5,3,1,2,3,4,4,4,4,4,4,4,3,4,5,2,3,4,4,3,5,5,5,4,5,4,6,6,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,NA,"Qual2514-0709Const2",1016,"anonymous",NA,"H","5c4347e0-121d-4e40-a525-0191fefa6a8c",NA,NA,1,NA,"no",0
"614",614,"19/01/2019 16:19","19/01/2019 16:26",0,"88.72.187.253",100,440,1,"19/01/2019 16:26","R_2DOBMaANoXbF2SY",NA,NA,NA,NA,51.21699524,6.825393677,"anonymous","EN","consent_academic,consent_teaching",2,"Skilled work/Office work",NA,"Female","1984","Europe","Germany","White",NA,"2",1,NA,"11 years","diversity_culture,diversity_education,diversity_part_of_organisation,diversity_experience",5,4,4,5,5,5,4,3,3,5,5,6,5,5,6,3,6,4,2,4,5,6,6,5,6,3,6,6,3,6,6,4,6,6,6,3,5,6,3,6,6,3,3,3,6,6,6,6,6,3,2,3,5,4,5,5,5,5,4,6,5,3,2,2,3,3,4,4,5,6,5,5,4,5,5,4,5,4,NA,"Qual2514-0709Const2",440,"anonymous",NA,"H","5c434dbc-1c9e-4f19-bb69-68734d6b24b3",NA,NA,1,NA,"no",0
"616",616,"19/01/2019 21:25","19/01/2019 21:31",0,"2.216.142.138",100,388,1,"19/01/2019 21:31","R_WBBIzZEYxhVhCDL",NA,NA,NA,NA,51.3500061,-0.033294678,"anonymous","EN","consent_academic,consent_teaching",5,"Skilled work/Office work",NA,"Male","1992","Europe","UK","White",NA,"1",0,NA,"4 years","diversity_culture,diversity_language,diversity_education,diversity_part_of_organisation,diversity_experience",4,5,5,5,5,3,3,4,4,5,4,4,4,3,4,4,3,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,4,4,5,5,5,4,5,4,3,5,4,4,4,5,5,5,5,6,4,5,5,6,5,5,4,5,4,4,4,4,4,5,4,5,4,4,NA,"Qual2514-0709Const2",388,"anonymous",NA,"H","5c4395ba-f02a-4b7e-ba76-9bfbfe939976",NA,NA,1,NA,"no",0
"617",617,"19/01/2019 23:19","19/01/2019 23:34",0,"90.195.36.194",100,902,1,"19/01/2019 23:34","R_1DBwWmpi5pGFxj0",NA,NA,NA,NA,51.44410706,-3.186004639,"anonymous","EN","consent_academic,consent_teaching",6,"Skilled work/Office work",NA,"Male","1983","Europe","UK","White",NA,"1",2,"Thailand","10 years","diversity_culture",5,5,5,5,6,5,4,5,5,5,5,4,4,5,5,4,5,5,4,4,5,4,4,5,5,4,5,4,5,5,6,5,5,5,6,5,6,5,4,3,5,5,4,5,6,5,5,5,6,5,5,5,6,6,5,5,5,6,6,5,6,6,6,5,5,6,6,5,5,6,5,6,6,6,5,6,5,5,"great","Qual2514-0709Const2",902,"anonymous",NA,"H","5c43b069-b1c0-440b-a39a-e233d45c8530",NA,NA,1,NA,"no",0
"618",618,"20/01/2019 01:43","20/01/2019 01:46",0,"188.220.37.198",100,196,1,"20/01/2019 01:46","R_10wrIGw1rHLlk3G",NA,NA,NA,NA,52.5,-2.083297729,"anonymous","EN","consent_academic,consent_teaching",4,"Skilled work/Office work",NA,"Female","1999","Europe","UK","Black",NA,"1",1,"Uk","2 years","diversity_experience",4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,3,3,4,3,3,4,4,3,3,4,3,3,4,3,3,4,4,3,3,3,3,4,4,4,3,3,4,3,4,4,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,4,4,NA,5,4,4,NA,3,4,3,3,3,4,4,4,4,4,NA,"Qual2514-0709Const2",196,"anonymous",NA,"H","5c43d238-534f-4cf7-970e-27e8da670cf6",NA,NA,1,NA,"no",1
"619",619,"20/01/2019 04:04","20/01/2019 04:09",0,"82.29.169.39",100,312,1,"20/01/2019 04:09","R_2TMfsayDMWpFmuv",NA,NA,NA,NA,52.49630737,-1.781799316,"anonymous","EN","consent_academic,consent_teaching",5,"Skilled work/Office work",NA,"Male","1996","Europe","UK","White",NA,"1",6,"scotland","3 years","diversity_culture,diversity_education,diversity_part_of_organisation,diversity_experience",5,6,4,1,6,4,6,6,6,6,1,5,2,1,5,3,6,5,1,6,6,6,6,6,1,6,6,6,6,3,4,1,3,4,6,5,5,5,1,2,5,6,6,6,6,6,6,3,3,6,6,6,NA,5,3,6,6,4,6,5,3,4,6,6,6,6,6,6,5,1,6,3,5,5,4,6,NA,6,NA,"Qual2514-0709Const2",312,"anonymous",NA,"H","5c43f334-d70b-4f6e-b70f-3c6d3ff34b7c",NA,NA,1,NA,"no",1
"622",622,"20/01/2019 12:19","20/01/2019 12:25",0,"76.84.126.105",100,394,1,"20/01/2019 12:25","R_ssVgdt7vBopBMyZ",NA,NA,NA,NA,40.78930664,-96.69380188,"anonymous","EN","consent_academic,consent_teaching",2,"Skilled work/Office work",NA,"Male","before 1960","Europe","UK","White",NA,"1",2,NA,"5 years","diversity_culture,diversity_education",4,3,4,4,4,3,4,3,4,3,3,3,4,3,4,2,3,4,2,3,3,3,4,3,4,3,3,4,4,4,3,3,4,4,3,4,4,2,2,2,4,3,3,3,4,4,3,3,4,3,3,4,4,4,4,2,2,3,3,4,3,3,3,3,4,3,2,2,5,3,5,3,4,3,4,4,3,4,NA,"Qual2514-0709Const2",394,"anonymous",NA,"H","5c446740-8273-4af5-8355-17cf4166e259",NA,NA,1,NA,"no",0
"623",623,"20/01/2019 13:06","20/01/2019 13:11",0,"95.151.90.232",100,302,1,"20/01/2019 13:11","R_2dFsc2O9e5CmpVG",NA,NA,NA,NA,53.27870178,-2.901306152,"anonymous","EN","consent_academic,consent_teaching",2,"Skilled work/Office work",NA,"Male","1969","Europe","UK","White",NA,"1",1,NA,"more than 20 years","diversity_culture,diversity_language,diversity_education,diversity_part_of_organisation,diversity_experience",5,5,5,5,5,5,5,2,5,4,5,5,4,5,5,5,5,5,5,5,5,6,6,6,5,4,4,4,5,4,5,5,6,5,5,5,6,4,4,4,3,3,4,4,5,5,6,5,6,2,3,3,4,3,6,5,6,6,5,6,5,4,3,2,3,4,3,3,5,5,5,6,5,3,3,3,3,4,NA,"Qual2514-0709Const2",302,"anonymous",NA,"H","5c44723b-0760-45f2-96e5-8eed31f93de3",NA,NA,1,NA,"no",0
